304126162700,12-Sep-16,2016905
305131273144,12-Sep-16,2016905
305243193714,12-Sep-16,2016905
305125672731,12-Sep-16,2016905
305142603660,12-Sep-16,2016905
305243583725,12-Sep-16,2016905
305242863696,12-Sep-16,2016905
305243893779,12-Sep-16,2016905
305248084107,12-Sep-16,2016905
305143863778,12-Sep-16,2016905
305242653676,12-Sep-16,2016905
305143183715,12-Sep-16,2016905
305128672865,12-Sep-16,2016905
305243383724,12-Sep-16,2016905
311143073691,12-Sep-16,2016905
305142963719,12-Sep-16,2016905
304126882663,12-Sep-16,2016905
305131943255,12-Sep-16,2016905
305130553076,12-Sep-16,2016905
305130453064,12-Sep-16,2016905
305130353050,12-Sep-16,2016905
305129672970,12-Sep-16,2016905
305129382935,12-Sep-16,2016905
305128692874,12-Sep-16,2016905
305128392828,12-Sep-16,2016905
305128302836,12-Sep-16,2016905
305128292835,12-Sep-16,2016905
305127622746,12-Sep-16,2016905
305131743183,12-Sep-16,2016905
304447784077,12-Sep-16,2016905
305132443264,12-Sep-16,2016905
304126352617,12-Sep-16,2016905
304126041102,12-Sep-16,2016905
304126031101,12-Sep-16,2016905
304122072449,12-Sep-16,2016905
304118830845,12-Sep-16,2016905
305133853396,12-Sep-16,2016905
305141803595,12-Sep-16,2016905
305243063673,12-Sep-16,2016905
304232863297,12-Sep-16,2016905
305241563575,12-Sep-16,2016905
305131823190,12-Sep-16,2016905
305125782746,12-Sep-16,2016905
305148664167,12-Sep-16,2016905
305248414142,12-Sep-16,2016905
305247474045,12-Sep-16,2016905
305247384036,12-Sep-16,2016905
305246983996,12-Sep-16,2016905
305244433856,12-Sep-16,2016905
305243993802,12-Sep-16,2016905
305243713723,12-Sep-16,2016905
305243393726,12-Sep-16,2016905
305241523563,12-Sep-16,2016905
305149074209,12-Sep-16,2016905
305148984200,12-Sep-16,2016905
305131573173,12-Sep-16,2016905
305148714172,12-Sep-16,2016905
305148184119,12-Sep-16,2016905
305148464147,12-Sep-16,2016905
305148094108,12-Sep-16,2016905
305147964095,12-Sep-16,2016905
305147944093,12-Sep-16,2016905
305145273944,12-Sep-16,2016905
305143613749,12-Sep-16,2016905
305143443768,12-Sep-16,2016905
305142803668,12-Sep-16,2016905
305141433554,12-Sep-16,2016905
305141103521,12-Sep-16,2016905
305140923509,12-Sep-16,2016905
305148964198,12-Sep-16,2016905
305246813979,12-Sep-16,2016905
305141653571,12-Sep-16,2016905
305132913327,12-Sep-16,2016905
305140703478,12-Sep-16,2016905
305140623473,12-Sep-16,2016905
305133593372,12-Sep-16,2016905
305246773975,12-Sep-16,2016905
305145473942,12-Sep-16,2016905
305131773187,12-Sep-16,2016905
304331723186,12-Sep-16,2016905
305146903984,12-Sep-16,2016905
305241553567,12-Sep-16,2016905
305133473354,12-Sep-16,2016905
305246793977,12-Sep-16,2016905
305133463353,12-Sep-16,2016905
305246823980,12-Sep-16,2016905
305246993997,12-Sep-16,2016905
305244843869,12-Sep-16,2016905
305146733971,12-Sep-16,2016905
305145093912,12-Sep-16,2016905
305131763231,12-Sep-16,2016905
305131173229,12-Sep-16,2016905
305147754074,12-Sep-16,2016905
305247534051,12-Sep-16,2016905
305147084006,12-Sep-16,2016905
311128122794,12-Sep-16,2016905
305246783976,12-Sep-16,2016905
305132833280,12-Sep-16,2016905
311132643281,12-Sep-16,2016905
305248654166,12-Sep-16,2016905
305133393343,12-Sep-16,2016905
305133543348,12-Sep-16,2016905
305132563267,12-Sep-16,2016905
305141053510,12-Sep-16,2016905
305140953499,12-Sep-16,2016905
304440903497,12-Sep-16,2016905
305143033647,12-Sep-16,2016905
311132663281,12-Sep-16,2016905
314241453558,12-Sep-16,2016905
305133043336,12-Sep-16,2016905
305132453273,12-Sep-16,2016905
305246803978,12-Sep-16,2016905
305130913108,12-Sep-16,2016905
305140363456,12-Sep-16,2016905
311131973454,12-Sep-16,2016905
305133053336,12-Sep-16,2016905
305140173444,12-Sep-16,2016905
305248824183,12-Sep-16,2016905
305132023253,12-Sep-16,2016905
305243553747,12-Sep-16,2016905
305142623709,12-Sep-16,2016905
305144093795,12-Sep-16,2016905
305133863397,12-Sep-16,2016905
305142323636,12-Sep-16,2016905
