305127852773,12-Sep-16,2016905
305125682944,12-Sep-16,2016905
305125922778,12-Sep-16,2016905
304124801058,12-Sep-16,2016905
305128032815,12-Sep-16,2016905
305130043015,12-Sep-16,2016905
305129252951,12-Sep-16,2016905
305130073018,12-Sep-16,2016905
305127902814,12-Sep-16,2016905
305247864085,12-Sep-16,2016905
305128642866,12-Sep-16,2016905
304127052660,12-Sep-16,2016905
305128772871,12-Sep-16,2016905
305244383845,12-Sep-16,2016905
305125642741,12-Sep-16,2016905
305127542770,12-Sep-16,2016905
305127752772,12-Sep-16,2016905
305129122925,12-Sep-16,2016905
304127002649,12-Sep-16,2016905
304126562699,12-Sep-16,2016905
305129993011,12-Sep-16,2016905
305130413054,12-Sep-16,2016905
305129823003,12-Sep-16,2016905
305127612736,12-Sep-16,2016905
304110910629,12-Sep-16,2016905
304125812644,12-Sep-16,2016905
305141083515,12-Sep-16,2016905
314143293921,12-Sep-16,2016905
305145033909,12-Sep-16,2016905
305147444042,12-Sep-16,2016905
305147304028,12-Sep-16,2016905
305131863196,12-Sep-16,2016905
305247234021,12-Sep-16,2016905
305141443557,12-Sep-16,2016905
305244853881,12-Sep-16,2016905
305141403551,12-Sep-16,2016905
305241333541,12-Sep-16,2016905
305141263534,12-Sep-16,2016905
305127432753,12-Sep-16,2016905
305141023511,12-Sep-16,2016905
313127362949,12-Sep-16,2016905
305144413834,12-Sep-16,2016905
305144423835,12-Sep-16,2016905
305144403836,12-Sep-16,2016905
305144533839,12-Sep-16,2016905
305147424040,12-Sep-16,2016905
305145073908,12-Sep-16,2016905
305147154013,12-Sep-16,2016905
305144173822,12-Sep-16,2016905
305132003209,12-Sep-16,2016905
305144333830,12-Sep-16,2016905
304129572960,12-Sep-16,2016905
305147854084,12-Sep-16,2016905
305127222856,12-Sep-16,2016905
305128662898,12-Sep-16,2016905
305243073674,12-Sep-16,2016905
305142973706,12-Sep-16,2016905
305243373750,12-Sep-16,2016905
305142463698,12-Sep-16,2016905
305147884087,12-Sep-16,2016905
305130823098,12-Sep-16,2016905
305129692971,12-Sep-16,2016905
301115850025,12-Sep-16,2016905
304126362616,12-Sep-16,2016905
304125582607,12-Sep-16,2016905
305143163689,12-Sep-16,2016905
304128632859,12-Sep-16,2016905
305143433754,12-Sep-16,2016905
305125612739,12-Sep-16,2016905
305125732750,12-Sep-16,2016905
305128102793,12-Sep-16,2016905
305148134112,12-Sep-16,2016905
305147914090,12-Sep-16,2016905
305243053672,12-Sep-16,2016905
305130833099,12-Sep-16,2016905
305130673083,12-Sep-16,2016905
304127252680,12-Sep-16,2016905
304116460781,12-Sep-16,2016905
305127812763,12-Sep-16,2016905
305125702860,12-Sep-16,2016905
305147454043,12-Sep-16,2016905
305131513168,12-Sep-16,2016905
305125742861,12-Sep-16,2016905
304127042701,12-Sep-16,2016905
3011128352821,12-Sep-16,2016905
315121582434,12-Sep-16,2016905
304127202698,12-Sep-16,2016905
305130683087,12-Sep-16,2016905
304127302703,12-Sep-16,2016905
305125792798,12-Sep-16,2016905
304125011066,12-Sep-16,2016905
